sample_id,size,size_kb,gc,predicted_mobility,total_defense_count,defense_richness,shannon_diversity,has_defense,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,cat_BREX,cat_CBASS,cat_CRISPR-Cas,cat_DISARM,cat_Druantia,cat_Other,cat_Phage Defense,cat_Restriction-Modification,cat_pAgo
NZ_LR792633.1,5142,5.142,0.29268767,non-mobilizable,0,0,0.0,0,p__Methanobacteriota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus,s__Methanocaldococcus sp902827205,0,0,0,0,0,0,0,0,0
NZ_LT984489.1,7045,7.045,0.505464869,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloquadratum,s__Haloquadratum walsbyi,0,0,0,0,0,0,0,0,0
NZ_LT984491.1,6213,6.213,0.529856752,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloquadratum,s__Haloquadratum walsbyi,0,0,0,0,0,0,0,0,0
NZ_MJCD01000017.1,48271,48.271,0.614406165,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,0,0,0,0,0,0,0,0,0
NZ_MJCD01000019.1,38451,38.451,0.61813737,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,0,0,0,0,0,0,0,0,0
NZ_MJCD01000020.1,35710,35.71,0.58641837,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,0,0,0,0,0,0,0,0,0
NZ_MJCD01000028.1,16493,16.493,0.508518766,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,0,0,0,0,0,0,0,1,0
NZ_MJCD01000041.1,7295,7.295,0.477998629,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,0,0,0,0,0,0,0,0,0
NZ_MJCD01000052.1,2955,2.955,0.500169205,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,0,0,0,0,0,0,0,0,0
NZ_MN477947.1,23976,23.976,0.403623007,non-mobilizable,0,0,0.0,0,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,s__Pyrococcus abyssi,0,0,0,0,0,0,0,0,0
NZ_MN918441.1,154196,154.196,0.580040987,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus halophilus,0,0,0,0,0,1,0,0,0
NZ_MN918442.1,182942,182.942,0.559363077,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus halophilus,0,0,0,0,0,1,0,0,0
NZ_MN918443.1,265979,265.979,0.63770824,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus halophilus,0,0,0,0,0,1,0,0,0
NZ_MN918444.1,51955,51.955,0.618900972,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus halophilus,0,0,0,0,0,0,0,0,0
NZ_OX281346.1,103230,103.23,0.459721011,non-mobilizable,1,1,-0.0,1,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus nautili,0,0,1,0,0,0,0,0,0
NZ_QJOW01000005.1,168359,168.359,0.58539787,non-mobilizable,4,3,1.0397207708399179,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halosegnis,s__Halosegnis rubeus,1,0,0,0,0,1,0,2,0
NZ_QJOW01000006.1,127365,127.365,0.570651278,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halosegnis,s__Halosegnis rubeus,0,0,0,0,0,1,0,1,0
NZ_QKNW01000002.1,181532,181.532,0.575788291,non-mobilizable,3,3,1.0986122886681096,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halosegnis,s__Halosegnis longus,0,0,0,0,0,2,0,1,0
NZ_QKNW01000003.1,135622,135.622,0.581100411,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halosegnis,s__Halosegnis longus,0,0,0,0,0,0,0,0,0
U95377.1,2128,2.128,0.667293233,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,0,0,0,0,0,0,0,0,0
