replicon	AbiE	All_UG	Avs	Azaca	BREX	CBASS	Cas	Ceres	DISARM	DS-11	Druantia	Gabija	HEC-05	Hachiman	Hna	Kiwa	PD-T7-2	PD-T7-4	Prometheus	Pycsar	RM	RloC	Shango	Shedu	ShosTA	SoFIC	Tiamat	Viperin	pAgo	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP100410.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100446.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp024227435
NZ_CP100452.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100453.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100456.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100459.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100460.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP101874.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP101875.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP101876.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP104743.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104744.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106969.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP109786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP111039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111040.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111042.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP119560.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0002]
NZ_CP119786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula [species 0008]
NZ_CP119788.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0004]
NZ_CP119798.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119799.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119801.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119811.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119990.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0019]
NZ_CP119991.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0019]
NZ_CP120471.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP126155.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0018]
NZ_CP126159.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0021]
NZ_CP126162.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0003]
NZ_CP135526.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_KJ619463.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum distributum
NZ_KR189025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax sp001482285
NZ_KX687704.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_LR792633.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus sp902827205
NZ_LT984489.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
NZ_LT984491.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
NZ_MJCD01000017.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000020.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000052.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MN477947.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus abyssi
NZ_MN918444.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_QKNW01000003.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis longus
U95377.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
