sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)	predicted_mobility_conjscan	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP089595.1	1	121104	0.584794887	935a4857088ab5f2c579f9c84865132e	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AH353	AR409	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp021249405
NZ_CP089596.1	1	1442	0.608183079	741517442286e7522057d2d2aa8850de	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp021249405
NZ_CP090372.1	1	263782	0.692025991	59647973501160e9f190caccb44e3e8e	-	-	-	-	-	-	-	-	non-mobilizable	AC690	AL983	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp021431925
NZ_CP090373.1	1	135778	0.577553065	cfd69530c61c6a5ef67349b9590ee36d	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp021431925
NZ_CP090374.1	1	34475	0.615257433	338b844f813a09283ff624d1e7bf1759	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp021431925
NZ_CP095006.1	1	406045	0.556768338	71b4335706361f727f33c844e628dad1	-	-	-	-	-	-	-	-	non-mobilizable	AA051	AH646	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095007.1	1	260739	0.566328781	dfb4802e81595d132368227bde3d67e8	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095008.1	1	123302	0.570809881	b5dfe23db289910d5354e705e09e5d8e	-	-	-	-	-	-	-	-	non-mobilizable	AE522	AO321	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095009.1	1	350887	0.578491081	eb00558c830b900b58a2e4dba0198cda	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095010.1	1	56956	0.565875413	267be8ac074f216f75ef0b71fad7bc1b	-	-	-	-	-	-	-	-	non-mobilizable	AG621	AQ669	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095398.1	1	861699	0.59248183	bc6d2b3d93da610193c2b7b22c5be0be	-	-	-	-	-	-	-	-	non-mobilizable	AC690	AL983	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halovarius	s__Halovarius luteus
NZ_CP095399.1	1	93900	0.545676251	9bdb03f1fb01716b46bddd40f24bb5e4	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AF790	AP789	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halovarius	s__Halovarius luteus
NZ_CP095483.1	1	156912	0.629849852	57ccca8c1edb39db2f93b2606ab89e8a	-	-	-	-	-	-	-	-	non-mobilizable	AD461	AN026	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095484.1	1	109717	0.572053556	775fde0995b71919f72719c73e38182e	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095485.1	1	140250	0.567800357	b990e72fb21f3a2ed2fa5bca7d439b10	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095486.1	1	8896	0.624100719	31220cd78aaf9b4e91f44c5e75c918fc	-	-	-	-	-	-	-	-	non-mobilizable	AG156	AQ177	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095492.1	1	562212	0.628983373	4353c1cf167cc4b4abea236ab5914320	-	-	-	-	-	-	-	-	non-mobilizable	AG146	AQ167	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__JALIQP01	s__JALIQP01 sp023028105
NZ_CP095493.1	1	200542	0.653673545	7b8a09845f9fa035b67ff2babb6f3038	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__JALIQP01	s__JALIQP01 sp023028105
NZ_CP095494.1	1	88308	0.55907732	86a85a243fd83d16a44406fe071a9304	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__JALIQP01	s__JALIQP01 sp023028105
NZ_CP096020.1	1	532509	0.561455299	718ea544fd7f88273613c2945667c17c	-	-	-	-	-	-	-	-	non-mobilizable	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023115355
NZ_CP096021.1	1	415306	0.547266353	ed3b4b3bc94f72a236a1478c33ac8ab6	-	-	-	-	-	-	-	-	non-mobilizable	AC136	AL203	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023115355
NZ_CP096022.1	1	364940	0.545708884	d291bfe33d9e2acc941e32b692eda7e7	-	-	-	-	-	-	-	-	non-mobilizable	AF410	AP355	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023115355
NZ_CP096023.1	1	172315	0.538003076	51bf653490bfed4e0af505f91c42e113	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023115355
NZ_CP098515.1	1	154567	0.574618127	ed58442c80e9251ee72dea9686ed754a	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703775
NZ_CP098516.1	1	163815	0.581479108	d47e56250df2cf7cf4637b417620b672	-	-	-	-	-	-	-	-	non-mobilizable	AF089	AP001	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703775
NZ_CP098517.1	1	107228	0.578729436	a838a68b40f933852f5648e4648819b1	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703775
NZ_CP098519.1	1	124451	0.558782171	4cf4b465cc5268c4931cd2dcb2795a93	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703795
NZ_CP098520.1	1	200002	0.579809202	2a17e8e75408d53f20caaa45face0e7d	-	-	-	-	-	-	-	-	non-mobilizable	AD777	AN432	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703795
NZ_CP099392.1	1	392952	0.605926424	5ed5aeb34dc211837836ba813e7f1395	-	-	-	-	-	-	-	-	non-mobilizable	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus sp023913515
NZ_CP099393.1	1	378493	0.555960084	98529b6ccf38992c7226e107b1a98b38	-	-	-	-	-	-	-	-	non-mobilizable	AC066	AL098	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus sp023913515
NZ_CP100405.1	1	363878	0.592891024	24872700bb921b1c6ab5e2675d911699	-	-	-	-	-	-	-	-	non-mobilizable	AA774	AJ119	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100406.1	1	18001	0.620576635	de019ee589c38d65516043cac559ed4d	-	-	-	-	-	-	-	-	non-mobilizable	AG851	AQ907	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100408.1	1	310000	0.600932258	ff1de7f2f85c27e1b1edbeb10ea47660	-	-	-	-	-	-	-	-	non-mobilizable	AA774	AJ119	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100409.1	1	187118	0.549075984	584f98b1336ac2713529430a8f2e2332	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100410.1	1	94501	0.544502175	a394902388eb1ff952e7aa4e699bced6	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100446.1	1	715316	0.602584033	1af9da250358aef8e3b8f62eba8f4ff8	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp024227435
NZ_CP100447.1	1	113539	0.566633492	db4ba9471f0d60a29e49bb4e88c77d20	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp024227435
NZ_CP100449.1	1	374934	0.669827223	e58116c828eb939b5b96fdf8871922d6	-	-	-	-	-	-	-	-	non-mobilizable	AF224	AP147	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100450.1	1	118989	0.578095454	8bce99e9123e9c61f99b6bb079ae929b	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	AC719	AM022	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100451.1	1	159483	0.594696613	2c641f24c07108cce17fb62881f22537	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100452.1	1	94505	0.687953018	15c71c647e76a73f64ffc20b3b6758d2	-	-	-	-	-	-	-	-	non-mobilizable	AG585	AQ633	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100453.1	1	10819	0.639430631	64ab63d23bc709a9e53f6b2bdf0d5b3a	-	-	-	-	-	-	-	-	non-mobilizable	AG689	AQ742	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100455.1	1	617328	0.679144636	2335c80850efda31b8880ec3e554dcd3	-	-	-	-	-	-	-	-	non-mobilizable	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100456.1	1	104301	0.625727462	24e1a84ca10d8f9ea7bbd1f328940713	-	-	-	-	-	-	-	-	non-mobilizable	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100457.1	1	144667	0.565367361	e23fb47cb8503f483a00023fe215cff1	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100458.1	1	81511	0.546515194	7b92c1042a0818723b6fa44aa2660e59	-	-	-	-	-	-	-	-	non-mobilizable	AG631	AQ679	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100459.1	1	95860	0.659566034	1d338cdb25d125ab0c13053c839dbae9	-	-	-	-	-	-	-	-	non-mobilizable	AF049	AO952	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100460.1	1	16726	0.675654669	90ecd627830340b4c421d64f7bc89468	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP101155.1	1	147277	0.566300237	376ce698b0520401a4c19f83e7ea5263	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas sp024298905
NZ_CP101324.1	1	107365	0.584482839	30ffecfd903790ae16e1fd13ee4c8a7d	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas gomsonensis
NZ_CP101826.1	1	241318	0.551322322	e1bc9c2a109c509ca3b5b332e5dff397	-	-	-	-	MPF_T	"NC_015955_00540,NC_015667_00008"	-	-	non-mobilizable	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus inordinatus
NZ_CP101874.1	1	89896	0.547477085	aab0732618c12919c47e11c1f468a58c	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP101875.1	1	29798	0.558057588	d2cd21ddbafbcfb32ec81474d5d9d7d3	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP101876.1	1	17198	0.640016281	4b8b9bf2a395288f5c280e59e4166b08	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP104742.1	1	577800	0.627630668	d4cadb9032931772ccdca3368226b9ac	-	-	-	-	-	-	-	-	non-mobilizable	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104743.1	1	285035	0.66659533	7b05ae0bd308e7303f27e5bd05ec682e	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104744.1	1	145200	0.55285124	377e9e2d180bc3532224da6fdd80fbd4	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106967.1	1	540216	0.632724688	9ee8a083cf17d43d58d328bf7245acc1	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106968.1	1	296688	0.664381438	c2f81d53cf97a3d38c9ea927b3e9ba61	-	-	-	-	-	-	-	-	non-mobilizable	AC838	AM188	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106969.1	1	137009	0.571699669	41bafbecc6a2a989291b7c04c07d6f44	-	-	-	-	-	-	-	-	non-mobilizable	AE071	AN779	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106970.1	1	101276	0.553398633	5fc04afb7284bfaaa6a9494b3d47f1a5	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP109786.1	1	41784	0.525775416	639fc1fe4dfa56ae43f9f4937fa04d82	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP109980.1	1	473209	0.523943966	fa50bd396dc92c6da97e69dbe4f2aced	-	-	-	-	-	-	-	-	non-mobilizable	AB790	AK720	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP109981.1	1	364652	0.525953512	6a3633455b7c59c558507d63b6dc4f29	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP109982.1	1	316817	0.532657654	ef3b7018477ea28a378b4c86e4d487c4	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP110250.1	1	474910	0.524229854	3fdf1ad6e95e58d2c825e8b7db9042d2	-	-	-	-	-	-	-	-	non-mobilizable	AB790	AK720	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP110251.1	1	359540	0.523638538	fdc94f268afe8054fcf25cc2f0258e3c	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP110252.1	1	317901	0.536692241	1dfb3457bfcf7e5e05bbd0de3e50007b	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP111037.1	1	394338	0.568598512	319d9b81b33de918fc7d7a85762fb1c1	-	-	-	-	-	-	-	-	non-mobilizable	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111038.1	1	142345	0.515023359	26e65395010759f0fa7ae24c74de3931	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111039.1	1	80215	0.508957178	39f61797ce8893e482633fcf9ebc7937	-	-	-	-	-	-	-	-	non-mobilizable	AF245	AP173	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111040.1	1	606999	0.512037087	22095b3b7d9245684d2e12458b8fbfb9	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111041.1	1	557465	0.528876252	51367acd2cbb097d07c3f65ee0fe4934	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111042.1	1	389240	0.511242421	5161cc1aa9cb2fd8c99eccef2ca2cfeb	-	-	-	-	-	-	-	-	non-mobilizable	AF729	AP720	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP119560.1	1	525049	0.618727014	4b586537901e7c7f7ba6faf3eacd3d52	-	-	-	-	-	-	-	-	non-mobilizable	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0002]
NZ_CP119783.1	1	586205	0.604032719	d01964e1cd6739e768b2f6a96bf3bfd7	-	-	-	-	-	-	-	-	non-mobilizable	AD839	AN501	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119784.1	1	268757	0.552212594	c01112a167771b25b654bd5e04096735	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119786.1	1	247600	0.645783522	b8bf285a2b913a8e709c0be3f12f1d6e	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula [species 0008]
NZ_CP119788.1	1	129378	0.534279398	31dc60d8cb422d0e3e63ba3d24572049	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0004]
NZ_CP119790.1	1	335333	0.598238169	561127fa58ea6cb80d76724949890ee2	-	-	-	-	-	-	-	-	non-mobilizable	AG652	AQ703	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0006]
NZ_CP119792.1	1	598243	0.601185471	75bea4c75fe426d5dca0e499678fc051	-	-	-	-	-	-	-	-	non-mobilizable	AD839	AN501	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119797.1	1	916029	0.631567341	976633ad3a1879cbf3e7786abca4994b	-	-	-	-	-	-	-	-	non-mobilizable	AB810	AK754	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119798.1	1	176392	0.575456937	19f47432d4857a627e3271cf2c34189d	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119799.1	1	323102	0.585725251	eab55c3e09471ebbeb8d685708f722ae	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
