accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_900113615.1	0	99	0	417	f__Halobacteriaceae (UID96)	263	0	2752893	86.45743761	40	2146216	67.4041221	3184102	RS_GCF_900113615.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum aquaticum	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum aquaticum	type strain of species	LPSN	f	7	7	391303	391303	5577	1	2903	NZ_FOPZ01000035.1	391303	3	103	NZ_FOPZ01000001.1	2901	5358	0	100	FOPZ01000035.2374.5276	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum aquaticum	79602	79602	t	f	f	151981	151981	Contig	IMG-taxon 2617270873 annotated assembly	na	PRJNA224116	SAMN04488066	40	151981	none	11.09.19	GCA_900113615.1	none	full	none	none	none	0	0	Halorubrum aquaticum	none	representative genome	5	none	none	none	none	none	11.09.19	0	387340	1	CGMCC 1.6377	DOE - JOINT GENOME INSTITUTE	387340	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum aquaticum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum aquaticum	0	3184102	11	47	assembly from type material	3184102	0	FOPZ00000000.1	3142	40	5577	1	none	none	none	none	none	none	1470	NZ_FOPZ01000035.1	1470	2715	0	100	AB663404.1.1471	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum aquaticum	0	19	47	0
RS_GCF_008806905.1	0	99	0.76	417	f__Halobacteriaceae (UID96)	263	0	3033289	87.14589758	3	2125296	61.05940698	3480702	RS_GCF_009674625.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax marinum	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax marinum	not type material	none	f	1	1	3071932	3071932	3071932	2	2901	NZ_VZUU01000001.1	3071932	2	115	NZ_VZUU01000001.1	2905	4850	0	96.833	CP001868.2836853.2839768	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax mediterranei ATCC 33500	1160234	1160234	t	f	f	3071932	3071932	Contig	ASM880690v1	na	PRJNA224116	SAMN12855975	3	3071932	South Korea	02.10.19	GCA_008806905.1	none	full	none	solar salt	none	0	0	Haloferax sp. CBA1150	none	na	6	none	none	none	none	none	02.10.19	0	2650754	2	CBA1150	World Institute of Kimchi	2650754	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;x__unclassified Haloferax;s__Haloferax sp. CBA1150	0	3480702	11	56	none	3480702	0	VZUU00000000.1	3512	3	3071932	2	none	none	none	none	none	none	1473	NZ_VZUU01000001.1	1473	2615	0	98.71	LOPV01000001.465.1945	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax sp. SB29	0	19	54	0
RS_GCF_009184575.1	0	98.73	0.8	395	f__Halobacteriaceae (UID85)	250	0	2174484	89.77654579	11	1567786	64.73080818	2422107	RS_GCF_009184545.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosegnis;s__Halosegnis rubeus	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus	not type material	none	f	3	2	648671	952235	952235	1	2898	NZ_QKKZ01000001.1	952235	1	117	NZ_QKKZ01000001.1	2892	5308	0	99.793	BDJH01000002.1672749.1675648	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Natronomonas;Natronomonas sp. CBA1134	220182	242210	t	f	f	309021	520506	Scaffold	ASM918457v1	na	PRJNA224116	SAMN09371719	11	309021	Spain: Isla Bacuta; Huelva	19.10.19	GCA_009184575.1	none	full	none	solar saltern	none	0	0	Halosegnis rubeus	none	na	3	10	2	520506	192372	106296	19.10.19	1	2212850	1	F18-79	"University of Sevilla, Spain"	2212850	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosegnis;s__Halosegnis rubeus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosegnis;s__Halosegnis rubeus	98	2422107	11	45	none	2422009	0	QKKZ00000000.1	2605	10	952235	1	none	none	none	none	none	none	1467	NZ_QKKZ01000001.1	1454	2669	0	99.794	BDJH01000002.1676065.1677518	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Halomarina;Natronomonas sp. CBA1134	98	19	45	0
RS_GCF_009729545.1	0	100	0	217	c__Thermoprotei (UID147)	168	0	1957922	88.09888707	4	763676	34.36245452	2222414	RS_GCF_009729545.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus infernus	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Acidianus	s__Acidianus infernus	type strain of species	LPSN	t	1	1	2186600	2186600	2186600	1	3019	NZ_WFIY01000004.1	2186600	1	92	NZ_WFIY01000004.1	3019	5393	0	98.907	CP002535.1297744.1300781	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus hospitalis W1	555603	555603	t	f	f	2186600	2186600	Contig	ASM972954v1	na	PRJNA224116	SAMN09933090	4	2186600	Italy: Pisciarelli Solfatara; Naples	04.12.19	GCA_009729545.1	none	full	none	fissure at Pisciarelli solfatara near Naples; Italy	none	0	0	Acidianus infernus	none	representative genome	3	none	none	none	none	none	04.12.19	0	12915	1	DSM 3191	North Carolina State University	12915	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus infernus	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus infernus	0	2222414	11	46	assembly from type material	2222414	0	WFIY00000000.1	2443	4	2186600	1	none	none	none	none	none	none	1498	NZ_WFIY01000004.1	1498	2712	0	99.332	CP002535.1296061.1297559	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus hospitalis W1	0	19	46	0
RS_GCF_008728975.1	0	99.33	0.4	395	f__Halobacteriaceae (UID85)	250	0	3753231	86.58793256	5	2680013	61.82853784	4334589	RS_GCF_000223905.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica	not type material	none	f	1	1	3019477	3019477	3019477	3	2914	NZ_RPCY01000001.1	3019477	4	116	NZ_RPCY01000001.1	2914	5321	0	99.623	CP002921.1776156.1779077	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula hispanica ATCC 33960	866917	866917	t	f	f	3019477	3019477	Contig	ASM872897v1	na	PRJNA224116	SAMN10417080	5	3019477	South Korea	30.09.19	GCA_008728975.1	none	full	none	none	none	0	0	Haloarcula sp. CBA1131	none	na	10	none	none	none	none	none	30.09.19	0	1853686	3	CBA1131	World Institute of Kimchi	1853686	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;x__unclassified Haloarcula;s__Haloarcula sp. CBA1131	0	4334589	11	48	none	4334589	0	RPCY00000000.1	4424	5	778205	3	none	none	none	none	none	none	1472	NZ_RPCY01000004.1	1472	2708	0	99.864	CP006885.8832.10304	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula hispanica N601	0	19	46	0
RS_GCF_000875775.1	0	100	0.97	145	k__Archaea (UID2)	103	0	1540186	89.90752318	1	579370	33.82040981	1713078	RS_GCF_000875775.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus piranensis	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus piranensis	type strain of species	LPSN	f	1	1	1713078	1713078	1713078	1	2963	NZ_CP010868.1	1713078	1	112	NZ_CP010868.1	2963	5472	0	100	CP010868.951429.954404	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosopumilus piranensis	1713078	1713078	t	f	f	1713078	1713078	Complete Genome	ASM87577v1	na	PRJNA224116	SAMN03257648	none	none	Slovenia	13.02.15	GCA_000875775.1	none	full	none	coastal surface water from the Northern Adriatic Sea	45.51 N 13.56 E	1	0	Nitrosopumilus piranensis	none	representative genome	3	1	1	1713078	1713078	1713078	13.02.15	0	1582439	1	D3C	University of Vienna	1582439	d__Archaea;p__Thaumarchaeota;c__;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus piranensis	d__Archaea;x__TACK group;p__Thaumarchaeota;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus piranensis	0	1713078	11	43	assembly from type material	1713078	0	none	2145	1	1713078	1	none	none	none	none	none	none	1470	NZ_CP010868.1	1470	2715	0	100	CP010868.949799.951269	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosopumilus piranensis	0	19	43	0
RS_GCF_000018465.1	0	100	0.97	145	k__Archaea (UID2)	103	0	1512926	91.95670712	1	562144	34.16750797	1645259	RS_GCF_000018465.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus maritimus	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus maritimus	type strain of species	LPSN	t	1	1	1645259	1645259	1645259	1	2963	NC_010085.1	1645259	1	112	NC_010085.1	2963	5384	0	99.46	JOTD01000053.173727.176713	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Marine Group I thaumarchaeote SCGC RSA3	1645259	1645259	t	f	f	1645259	1645259	Complete Genome	ASM1846v1	na	PRJNA224116	SAMN00000032	none	none	none	15.11.07	GCA_000018465.1	none	full	none	none	none	1	0	Nitrosopumilus maritimus SCM1	none	representative genome	3	1	1	1645259	1645259	1645259	15.11.07	0	338192	1	SCM1	US DOE Joint Genome Institute (JGI-PGF)	436308	d__Archaea;p__Thaumarchaeota;c__;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus maritimus	d__Archaea;x__TACK group;p__Thaumarchaeota;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus maritimus;x__Nitrosopumilus maritimus SCM1	0	1645259	11	43	assembly from type material	1645259	0	none	1947	1	1645259	1	none	none	none	none	none	none	1470	NC_010085.1	1469	2713	0	100	CP000866.896241.897709	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Nitrosopumilus maritimus SCM1	0	19	43	0
RS_GCF_000730285.1	0	100	2.91	145	k__Archaea (UID2)	103	0	2469381	83.58392796	1	1481336	50.14045281	2954373	RS_GCF_000730285.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera evergladensis	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera evergladensis	type strain of species	LPSN	f	1	1	2954373	2954373	2954373	1	2952	NZ_CP007174.1	2954373	1	111	NZ_CP007174.1	2932	5415	0	100	CP007174.1976006.1978937	Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrososphaera;Candidatus Nitrososphaera evergladensis SR1	2954373	2954373	t	f	f	2954373	2954373	Complete Genome	ASM73028v1	na	PRJNA224116	SAMN03081530	none	none	none	17.07.14	GCA_000730285.1	none	full	SR1	none	none	1	0	Candidatus Nitrososphaera evergladensis SR1	none	representative genome	3	1	1	2954373	2954373	2954373	17.07.14	0	1459637	1	SR1	University of Florida	1459636	d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Candidatus Nitrososphaera evergladensis	d__Archaea;x__TACK group;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Candidatus Nitrososphaera evergladensis;x__Candidatus Nitrososphaera evergladensis SR1	0	2954373	11	47	none	2954373	0	none	3528	1	2954373	1	none	none	none	none	none	none	1469	NZ_CP007174.1	1469	2691	0	99.728	CP007536.892626.894095	Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrososphaera;Nitrososphaera viennensis EN76	0	19	47	0
RS_GCF_008152015.1	0	100	0	299	p__Euryarchaeota (UID4)	202	0	1975747	91.2569202	1	1190239	54.9754323	2165038	RS_GCF_001484195.1	f	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus celericrescens	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus celericrescens	type strain of species	LPSN	f	1	1	2165038	2165038	2165038	1	3013	NZ_CP041932.1	2165038	2	104	NZ_CP041932.1	2985	5439	0	99.564	CP002920.1625737.1628725	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sp. 4557	2165038	2165038	t	f	f	2165038	2165038	Complete Genome	ASM815201v1	na	PRJNA224116	SAMN12340929	none	none	Indian Ocean	30.08.19	GCA_008152015.1	none	full	none	hydrothermal vent	37.78 S 49.65 W	1	0	Thermococcus aciditolerans	none	representative genome	4	1	1	2165038	2165038	2165038	30.08.19	0	2598455	1	SY113	"Institute of Deep-Sea Science and Engineering, CAS"	2598455	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus aciditolerans	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus aciditolerans	0	2165038	11	46	assembly from type material	2165038	0	none	2353	1	2165038	1	none	none	none	none	none	none	1486	NZ_CP041932.1	1486	2734	0	99.865	AB107768.1.1486	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus celericrescens	0	19	46	0
RS_GCF_008122205.1	0	98.93	1.7	395	f__Halobacteriaceae (UID85)	250	0	4438665	83.48367422	50	3359561	63.18757916	5316806	RS_GCF_008122205.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus pandeyae	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus pandeyae	type strain of species	LPSN	f	6	6	730915	730915	5078	3	2910	NZ_PHNJ01000034.1	205609	2	113	NZ_PHNJ01000009.1	2902	4409	0	94.108	JNCS01000019.2088.5004	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema altunense	106336	106336	t	f	f	288393	288393	Contig	ASM812220v1	na	PRJNA224116	SAMN08056113	50	288393	India	28.08.19	GCA_008122205.1	none	full	none	sediment	none	0	0	Natronococcus pandeyae	none	representative genome	6	none	none	none	none	none	28.08.19	0	2055836	1	LS1_42	NCMR- NCCS	2055836	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus pandeyae	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus pandeyae	0	5316806	11	51	assembly from type material	5316806	0	PHNJ00000000.1	5205	50	2053	2	none	none	none	none	none	none	1828	NZ_PHNJ01000040.1	1827	3336	0	99.672	LRUM01003601.20397.22249	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Deuterostomia;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Tetrapoda;Mammalia;Homo sapiens (human)	0	19	51	0
RS_GCF_008729095.1	0	99.93	0.4	395	f__Halobacteriaceae (UID85)	250	0	3402878	87.32289407	5	2432548	62.42278781	3896891	RS_GCF_000223905.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica	not type material	none	f	1	1	3025665	3025665	131539	3	2914	NZ_RQWK01000003.1	131539	4	117	NZ_RQWK01000003.1	2908	5265	0	99.347	CP006885.10682.13589	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula hispanica N601	779378	779378	t	f	f	3025665	3025665	Contig	ASM872909v1	na	PRJNA224116	SAMN10411032	5	3025665	South Korea	30.09.19	GCA_008729095.1	none	full	none	solar salt	none	0	0	Haloarcula hispanica	none	representative genome	10	none	none	none	none	none	30.09.19	0	51589	3	CBA1121	World Institute of Kimchi	51589	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	0	3896891	11	46	none	3896891	0	RQWK00000000.1	3889	5	3025665	3	none	none	none	none	none	none	1472	NZ_RQWK01000001.1	1472	2713	0	99.932	CP006884.225565.227037	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula hispanica N601	0	19	45	0
RS_GCF_007421925.1	0	97.6	2.53	395	f__Halobacteriaceae (UID85)	250	0	3330821	83.17981741	63	2725551	68.08386536	4004362	RS_GCF_007421925.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloglomus;s__Haloglomus irregulare	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloglomus	s__Haloglomus irregulare	type strain of species	LPSN	t	7	5	625793	710421	189300	2	2900	NZ_QMDX01000006.1	189300	1	117	NZ_QMDX01000006.1	2895	3759	0	90.155	CR936257.211174.214083	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Natronomonas;Natronomonas pharaonis DSM 2160	63543	75554	t	f	f	175362	274728	Scaffold	ASM742192v1	na	PRJNA224116	SAMN09473901	63	175362	Spain: Isla Cristina; Huelva	24.07.19	GCA_007421925.1	none	full	none	solar saltern of Isla Cristina; Huelva; Spain	none	0	0	Haloglomus irregulare	none	representative genome	4	53	5	274728	119907	28242	24.07.19	10	2234134	1	F16-60	"University of Sevilla, Spain"	2234134	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloglomus;s__Haloglomus irregulare	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloglomus;s__Haloglomus irregulare	1136	4004362	11	52	assembly from type material	4003226	0	QMDX00000000.1	3996	53	189300	1	none	none	none	none	none	none	1471	NZ_QMDX01000006.1	1443	2649	0	99.792	GQ374974.1.1443	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Natronomonas;uncultured haloarchaeon	1136	18	52	0
RS_GCF_000969925.1	0	99.84	0.65	228	p__Euryarchaeota (UID49)	153	0	2365717	75.57650753	1	1290799	41.23658085	3130228	RS_GCF_000969885.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina thermophila	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila	not type material	none	f	1	1	3130228	3130228	3130228	3	2890	NZ_CP009502.1	3130228	3	118	NZ_CP009502.1	2890	5337	0	100	CP009502.1855498.1858398	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina thermophila CHTI-55	3130228	3130228	t	f	f	3130228	3130228	Complete Genome	ASM96992v1	na	PRJNA224116	SAMN03074595	none	none	none	07.04.15	GCA_000969925.1	none	full	none	none	none	1	0	Methanosarcina thermophila CHTI-55	none	na	9	1	1	3130228	3130228	3130228	07.04.15	0	2210	3	CHTI-55	University of Illinois at Urbana-Champaign	1434121	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina thermophila	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina thermophila;x__Methanosarcina thermophila CHTI-55	0	3130228	11	57	none	3130228	0	none	2666	1	3130228	3	none	none	none	none	none	none	1478	NZ_CP009502.1	1478	2730	0	100	CP011449.673331.674816	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina sp. 795	0	19	57	0
RS_GCF_009856455.1	0	99.87	0	417	f__Halobacteriaceae (UID96)	263	0	2741709	85.46660931	67	2186313	68.15338863	3207930	RS_GCF_000337335.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum distributum	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum distributum	not type material	none	f	8	8	341033	341033	3477	1	2907	NZ_WMFC01000040.1	3477	1	117	NZ_WMFC01000040.1	2902	5260	0	99.38	AP017569.1616226.1619131	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum trapanicum	47879	47879	t	f	f	161329	161329	Contig	ASM985645v1	na	PRJNA224116	SAMN13191865	67	161329	Puerto Rico: Cabo Rojo Salterns	10.01.20	GCA_009856455.1	none	full	none	Cabo salt	none	0	0	Halorubrum terrestre	none	na	5	none	none	none	none	none	10.01.20	0	267368	3	22502_06_Cabo	UC Davis	267368	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum terrestre	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;x__Halorubrum distributum group;s__Halorubrum terrestre	0	3207930	11	50	none	3207930	0	WMFC00000000.1	3135	67	1595	1	none	none	none	none	none	none	1469	NZ_WMFC01000044.1	1469	2702	0	99.864	AB663422.1.1470	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum terrestre	0	19	50	0
