replicon,protein,category,description,phylum,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,phylum_clean,family_clean,new_category
CP119805.1,CP119805.1_44,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0012],Halobacteriota,Haladaptataceae,Integrase
CP119807.1,CP119807.1_8,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0012],Halobacteriota,Haladaptataceae,Integrase
CP119807.1,CP119807.1_35,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0012],Halobacteriota,Haladaptataceae,Integrase
CP119808.1,CP119808.1_11,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0012],Halobacteriota,Haladaptataceae,Integrase
CP119808.1,CP119808.1_45,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0012],Halobacteriota,Haladaptataceae,Phage replication
CP120469.1,CP120469.1_4,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0020],Halobacteriota,Haloferacaceae,Lysis & membrane
CP120469.1,CP120469.1_84,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0020],Halobacteriota,Haloferacaceae,Integrase
CP120469.1,CP120469.1_178,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0020],Halobacteriota,Haloferacaceae,Integrase
CP120469.1,CP120469.1_179,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0020],Halobacteriota,Haloferacaceae,Integrase
CP120469.1,CP120469.1_180,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0020],Halobacteriota,Haloferacaceae,Integrase
CP120469.1,CP120469.1_181,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0020],Halobacteriota,Haloferacaceae,Integrase
CP120469.1,CP120469.1_216,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0020],Halobacteriota,Haloferacaceae,Lysis & membrane
CP120469.1,CP120469.1_266,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0020],Halobacteriota,Haloferacaceae,Phage replication
CP120469.1,CP120469.1_351,lysis,COG2303 Choline dehydrogenase and related flavoproteins,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0020],Halobacteriota,Haloferacaceae,Osmolyte transport
CP126163.1,CP126163.1_65,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0003],Halobacteriota,Haloarculaceae,Integrase
CP126163.1,CP126163.1_66,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0003],Halobacteriota,Haloarculaceae,Integrase
CP135527.1,CP135527.1_19,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,Halobacteriota,Natrialbaceae,Integrase
KF527230.1,KF527230.1_17,integrase,Archaeal phage integrase,p__Methanobacteriota_B,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus nautili,Methanobacteriota_B,Thermococcaceae,Integrase
NC_001771.1,NC_001771.1_2,virion,"Phage plasmid primase, P4",p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Phage replication
NC_001811.1,NC_001811.1_7,integrase,PFAM phage integrase family protein,p__Methanobacteriota,p__Methanobacteriota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanococcus,s__Methanococcus maripaludis_D,Methanobacteriota,Methanococcaceae,Integrase
NC_001869.1,NC_001869.1_68,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_001869.1,NC_001869.1_100,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_001869.1,NC_001869.1_131,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_001869.1,NC_001869.1_142,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_001869.1,NC_001869.1_189,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_002097.1,NC_002097.1_1,integrase,"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules",p__Halobacteriota,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina acetivorans,Halobacteriota,Methanosarcinaceae,Integrase
NC_002101.1,NC_002101.1_8,virion,"Phage plasmid primase, P4",p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Phage replication
NC_002608.1,NC_002608.1_68,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_002608.1,NC_002608.1_100,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_002608.1,NC_002608.1_159,lysis,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NC_002608.1,NC_002608.1_160,lysis,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NC_002608.1,NC_002608.1_161,lysis,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit acts as a catalytic chaperone that increases the ATP- binding affinity of the ATP-hydrolyzing subunit KdpB by the formation of a transient KdpB KdpC ATP ternary complex",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NC_002608.1,NC_002608.1_193,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NC_002608.1,NC_002608.1_259,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Lysis & membrane
NC_002608.1,NC_002608.1_275,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_002608.1,NC_002608.1_377,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_004852.1,NC_004852.1_20,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Integrase
NC_004853.1,NC_004853.1_7,virion,"Phage plasmid primase, P4",p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Phage replication
NC_005562.1,NC_005562.1_10,virion,"Phage plasmid primase, P4",p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Acidianus,s__Acidianus ambivalens,Thermoproteota,Sulfolobaceae,Phage replication
NC_006389.1,NC_006389.1_24,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NC_006390.1,NC_006390.1_4,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NC_006392.1,NC_006392.1_20,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NC_006392.1,NC_006392.1_32,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NC_006393.1,NC_006393.1_15,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NC_006394.1,NC_006394.1_14,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NC_006422.1,NC_006422.1_28,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Integrase
NC_006423.1,NC_006423.1_33,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Integrase
NC_006424.1,NC_006424.1_32,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Integrase
NC_006425.1,NC_006425.1_37,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Integrase
NC_007427.1,NC_007427.1_77,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas pharaonis,Halobacteriota,Haloarculaceae,Integrase
NC_007428.1,NC_007428.1_31,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas pharaonis,Halobacteriota,Haloarculaceae,Integrase
NC_008213.1,NC_008213.1_1,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloquadratum,s__Haloquadratum walsbyi,Halobacteriota,Haloferacaceae,Integrase
NC_008213.1,NC_008213.1_27,virion,"Phage plasmid primase, P4 family",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloquadratum,s__Haloquadratum walsbyi,Halobacteriota,Haloferacaceae,Phage replication
NC_008213.1,NC_008213.1_45,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloquadratum,s__Haloquadratum walsbyi,Halobacteriota,Haloferacaceae,Integrase
NC_008696.1,NC_008696.1_54,integrase,"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules",p__Thermoproteota,p__Thermoproteota,c__Thermoprotei,o__Thermofilales,f__Thermofilaceae,g__Thermofilum_B,s__Thermofilum_B pendens,Thermoproteota,Thermofilaceae,Integrase
NC_009136.1,NC_009136.1_8,integrase,PFAM phage integrase family protein,p__Methanobacteriota,p__Methanobacteriota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanococcus,s__Methanococcus maripaludis_D,Methanobacteriota,Methanococcaceae,Integrase
NC_010011.1,NC_010011.1_1,virion,"Phage plasmid primase, P4",p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Phage replication
NC_010011.1,NC_010011.1_6,virion,"Phage plasmid primase, P4",p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Phage replication
NC_010088.1,NC_010088.1_5,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_010366.1,NC_010366.1_69,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_010366.1,NC_010366.1_119,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_010366.1,NC_010366.1_149,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_010366.1,NC_010366.1_161,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_010367.1,NC_010367.1_22,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_010367.1,NC_010367.1_34,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_010369.1,NC_010369.1_129,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_010369.1,NC_010369.1_179,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NC_010597.1,NC_010597.1_30,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Integrase
NC_010598.1,NC_010598.1_34,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus,Thermoproteota,Sulfolobaceae,Integrase
NC_011299.1,NC_011299.1_37,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Acidianus,s__Acidianus hospitalis,Thermoproteota,Sulfolobaceae,Integrase
NC_012030.1,NC_012030.1_49,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,Halobacteriota,Haloferacaceae,Integrase
NC_012030.1,NC_012030.1_80,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,Halobacteriota,Haloferacaceae,Integrase
NC_012030.1,NC_012030.1_134,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,Halobacteriota,Haloferacaceae,Integrase
NC_012030.1,NC_012030.1_145,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,Halobacteriota,Haloferacaceae,Integrase
NC_012030.1,NC_012030.1_257,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,Halobacteriota,Haloferacaceae,Integrase
NC_012030.1,NC_012030.1_334,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,Halobacteriota,Haloferacaceae,Integrase
NC_012030.1,NC_012030.1_345,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,Halobacteriota,Haloferacaceae,Integrase
NC_012030.1,NC_012030.1_415,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,Halobacteriota,Haloferacaceae,Integrase
