sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)	predicted_mobility_conjscan	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP082248.1	1	881002	0.5642223286666772	bbef2976be1fdd40acd892f3315b8055	-	-	-	-	MPF_T	NC_019963_00206,NC_019963_00204	-	-	non-mobilizable	CP020043	0.295981	Streptomyces katrae	AD126	AM567	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp019879105
NZ_CP082285.1	1	93698	0.5902473905526265	846679f0272e345e6fa9f1170cb32cfd	-	-	-	-	-	-	-	-	non-mobilizable	LT559120	0.295981	Nonomuraea gerenzanensis	AH139	AR195	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum rubrum
NZ_CP082287.1	1	240419	0.5852615641858588	7c849da26ec58ba33846d850a9126a3f	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum roseum
NZ_CP082288.1	1	336694	0.6752956690644918	0a6cd7c8388d49baeda1ad7e03e6ffcd	-	-	-	-	-	-	-	-	non-mobilizable	CP000663	0.295981	Rhodobacter sphaeroides ATCC 17025	AG108	AQ126	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum roseum
NZ_CP082289.1	1	161865	0.5874154387915855	59b428040cd984ee0e9064deaa1238bd	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum roseum
NZ_CP083664.1	1	356276	0.5914122758760062	26ebef88e6e604593455b9c2e234f811	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097815
NZ_CP083665.1	1	48463	0.6163671254358996	a9ba6bda8261cd8b0a4e9797047be726	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097815
NZ_CP083667.1	1	422800	0.616996215704825	5a80d5e2acb9d17aa212137489db50bf	-	-	-	-	-	-	-	-	non-mobilizable	-	1	-	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097835
NZ_CP083668.1	1	149551	0.5374554499802743	2d5fe4f9a05e3a60586f95c9491d716c	-	-	-	-	-	-	-	-	non-mobilizable	CP009123	0.295981	Sphingopyxis fribergensis	AG626	AQ674	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097835
NZ_CP083669.1	1	99406	0.5628734684023097	b283ef7fe19f2d558f90f34f8b3e246d	-	-	-	-	MPF_T	NC_015955_00540,NC_015667_00008	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097835
NZ_CP083670.1	1	49319	0.6171860743324074	4e4bfbd1bb01abb0fae4ef98e735aa4b	-	-	-	-	-	-	-	-	non-mobilizable	CP033202	0.295981	Xanthomonas oryzae pv. oryzae	AD399	AM953	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097835
NZ_CP084319.1	1	285490	0.5969946407930226	82fdcf3039f1bcc0c64140aa15ba64df	-	-	-	-	-	-	-	-	non-mobilizable	CP012383	0.295981	Streptomyces ambofaciens ATCC 23877	AF420	AP366	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena alkaliphila
NZ_CP084320.1	1	161705	0.6552240190470301	bbe27bda8c86b36903420fc0f1c0589b	-	-	-	-	-	-	-	-	non-mobilizable	CP020445	0.295981	Paracoccus yeei	AC885	AM242	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena alkaliphila
NZ_CP084464.1	1	394162	0.675597850629944	dfc54ea46e333138fb91e26aa7f3e88d	-	-	-	-	-	-	-	-	non-mobilizable	LR134459	0.263022	Tsukamurella tyrosinosolvens	AG438	AQ473	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium salinisoli
NZ_CP084465.1	1	80696	0.5734732824427481	76f11f4345ded92337d743259f17bd71	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium salinisoli
NZ_CP084467.1	1	524325	0.6502398321651648	4530ae17ec12d9ba5f6a8deca1c69056	-	-	-	-	-	-	-	-	non-mobilizable	CP007745	0.295981	Burkholderia cepacia ATCC 25416	AF428	AP376	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium salinisoli
NZ_CP084468.1	1	103645	0.5564378407062569	3ee7dbf7a1edaee89b92e734c7f84db8	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium salinisoli
NZ_CP084470.1	1	400082	0.5741697951919856	345d032c67efe784707ee104ee2ad80d	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP031591	0.295981	Rhodobacteraceae bacterium	AB496	AK303	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema salinisoli
NZ_CP084471.1	1	113814	0.5460927478166131	d97879f21ebb3f5fe18d0872a2635c8e	-	-	-	-	MPF_T	NC_002608_00127,NC_015667_00008	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema salinisoli
NZ_CP084473.1	1	320393	0.5762423024223375	a89459f08eb6b576d5311ac1ab9f49ec	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	CP035513	0.295981	Haematobacter massiliensis	AF009	AO907	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084474.1	1	334334	0.5502252238779185	992a88ed33fe1bb6435385f6cd0b4fbc	-	-	-	-	MPF_T	NC_013746_00233,NC_019963_00206,NC_019963_00204	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084475.1	1	161989	0.5586058312601473	c9227d9484889f8712d37dabf5486cb5	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	NC_008271	0.295981	Rhodococcus jostii RHA1	AG191	AQ212	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084476.1	1	79583	0.6090371059145797	8208c95e11ea7eca791401d684a2d652	-	-	-	-	-	-	-	-	non-mobilizable	LR134399	0.295981	Listeria monocytogenes	AG939	AQ995	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084477.1	1	57942	0.616461288875082	6b69d23fe6e6bccf49ddcf2f68f4e52b	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084478.1	1	33932	0.5812507367676529	6efeff931205a670cf8e76be3aff387c	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084880.1	1	425401	0.5533226297070294	7938e4545b67849dcc693c04c871f794	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema halophilum
NZ_CP084881.1	1	56996	0.5902694925959716	54d19699e237f8c8d06a9a1b44063ec2	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema halophilum
NZ_CP084882.1	1	508040	0.5452818675694827	61363d715389702c5a6ad8d87d4507b4	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	CP028904	0.295981	Azospirillum humicireducens	AG728	AQ783	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP084883.1	1	465323	0.5943011628481721	5b3a9c3d85d19209428ca5fb6ca2e673	-	-	-	-	-	-	-	-	non-mobilizable	CP020556	0.295981	Streptomyces sp. Sge12	AG372	AQ403	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP084884.1	1	358925	0.5717629031134638	fe35a3957a7574fa27300fe7fdb6d831	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	AP008932	0.295981	Rhodococcus erythropolis PR4	AD998	AN696	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP084885.1	1	224373	0.5460371791614855	32a6186d931857c2ec5e9c834da2a9a2	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP085325.1	1	135207	0.588268358886744	a60c746254a5157cf6bcf8499b7bd6ab	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP000929	0.295981	Caulobacter sp. K31	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Salarchaeum	s__Salarchaeum japonicum
NZ_CP085883.1	1	235323	0.6018876182948543	92d6691f98570ba4d6dd0fcd0ec21b3c	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP014802	0.295981	Salipiger profundus	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP085884.1	1	42817	0.5781815633977159	92f92cc9edf4e65ca848b95a1e97369a	-	-	-	-	-	-	-	-	non-mobilizable	NC_023068	0.295981	Streptomyces sp. F11	AG351	AQ382	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP087722.1	1	166871	0.552210989327085	f672457a87fbfaa54db8c62a0d8a5d57	-	-	-	-	-	-	-	-	non-mobilizable	CP017949	0.295981	Tenericutes bacterium MO-XQ	AG931	AQ987	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halalkaliarchaeum	s__Halalkaliarchaeum sp024972735
NZ_CP087725.1	1	34990	0.5284081166047442	6c2446ff88ef7e1c67a9266c8c7bce83	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halanaeroarchaeum	s__Halanaeroarchaeum sp024972755
NZ_CP089467.1	1	11599	0.6927321320803518	60039156cad7b288d7ebe499c97b95e6	-	-	-	-	-	-	-	-	non-mobilizable	KX009064	0.295981	Pseudomonas syringae pv. actinidiae	AG492	AQ535	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium litoreum
NZ_CP089469.1	1	368639	0.5859770669950819	3a043d64760f383230093c6ed83278e6	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089470.1	1	54438	0.5822770858591425	c1c66fb520e750456ac625b1c74e3252	-	-	-	-	-	-	-	-	non-mobilizable	CP034189	0.295981	Deinococcus sp. S14-83	AH208	AR264	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089594.1	1	197166	0.668238945862877	48fb85f49bd6cfb95309992cc3adb493	-	-	-	-	-	-	-	-	non-mobilizable	AB597522	0.295981	Streptomyces rochei	AG434	AQ469	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp021249405
NZ_CP089595.1	1	121104	0.584794887039239	935a4857088ab5f2c579f9c84865132e	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP030129	0.295981	Indioceanicola profundi	AH353	AR409	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp021249405
NZ_CP089596.1	1	1442	0.6081830790568654	741517442286e7522057d2d2aa8850de	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp021249405
NZ_CP090372.1	1	263782	0.6920259911593665	59647973501160e9f190caccb44e3e8e	-	-	-	-	-	-	-	-	non-mobilizable	CP022568	0.295981	Rhizobium leguminosarum bv. viciae	AC690	AL983	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp021431925
NZ_CP090373.1	1	135778	0.5775530645612691	cfd69530c61c6a5ef67349b9590ee36d	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP000929	0.295981	Caulobacter sp. K31	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp021431925
NZ_CP090374.1	1	34475	0.6152574329224075	338b844f813a09283ff624d1e7bf1759	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp021431925
NZ_CP095006.1	1	406045	0.5567683384846507	71b4335706361f727f33c844e628dad1	-	-	-	-	-	-	-	-	non-mobilizable	CP032292	0.295981	Enterobacter cloacae	AA051	AH646	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095007.1	1	260739	0.5663287808881678	dfb4802e81595d132368227bde3d67e8	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095008.1	1	123302	0.5708098814293361	b5dfe23db289910d5354e705e09e5d8e	-	-	-	-	-	-	-	-	non-mobilizable	NC_009753	0.295981	Paracoccus methylutens	AE522	AO321	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095009.1	1	350887	0.5784910811742812	eb00558c830b900b58a2e4dba0198cda	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095010.1	1	56956	0.5658754125991994	267be8ac074f216f75ef0b71fad7bc1b	-	-	-	-	-	-	-	-	non-mobilizable	LR134460	0.295981	Tsukamurella tyrosinosolvens	AG621	AQ669	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095398.1	1	861699	0.592481829501949	bc6d2b3d93da610193c2b7b22c5be0be	-	-	-	-	-	-	-	-	non-mobilizable	CP022568	0.295981	Rhizobium leguminosarum bv. viciae	AC690	AL983	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halovarius	s__Halovarius luteus
NZ_CP095399.1	1	93900	0.5456762513312035	9bdb03f1fb01716b46bddd40f24bb5e4	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP033895	0.295981	Serratia liquefaciens	AF790	AP789	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halovarius	s__Halovarius luteus
NZ_CP095483.1	1	156912	0.629849852146426	57ccca8c1edb39db2f93b2606ab89e8a	-	-	-	-	-	-	-	-	non-mobilizable	CP002289	0.295981	Achromobacter xylosoxidans A8	AD461	AN026	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095484.1	1	109717	0.5720535559667144	775fde0995b71919f72719c73e38182e	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095485.1	1	140250	0.5678003565062388	b990e72fb21f3a2ed2fa5bca7d439b10	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	-	1	-	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095486.1	1	8896	0.6241007194244604	31220cd78aaf9b4e91f44c5e75c918fc	-	-	-	-	-	-	-	-	non-mobilizable	CP013003	0.295981	Caulobacter henricii	AG156	AQ177	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095492.1	1	562212	0.6289833728202173	4353c1cf167cc4b4abea236ab5914320	-	-	-	-	-	-	-	-	non-mobilizable	CP002909	0.295981	Gordonia sp. KTR9	AG146	AQ167	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__JALIQP01	s__JALIQP01 sp023028105
NZ_CP095493.1	1	200542	0.6536735446938796	7b8a09845f9fa035b67ff2babb6f3038	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__JALIQP01	s__JALIQP01 sp023028105
NZ_CP095494.1	1	88308	0.5590773202880827	86a85a243fd83d16a44406fe071a9304	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__JALIQP01	s__JALIQP01 sp023028105
NZ_CP096020.1	1	532509	0.5614552993470533	718ea544fd7f88273613c2945667c17c	-	-	-	-	-	-	-	-	non-mobilizable	CP007745	0.295981	Burkholderia cepacia ATCC 25416	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023115355
NZ_CP096021.1	1	415306	0.5472663530023645	ed3b4b3bc94f72a236a1478c33ac8ab6	-	-	-	-	-	-	-	-	non-mobilizable	CP022519	0.295981	Pantoea vagans	AC136	AL203	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023115355
NZ_CP096022.1	1	364940	0.5457088836521072	d291bfe33d9e2acc941e32b692eda7e7	-	-	-	-	-	-	-	-	non-mobilizable	CP029211	0.295981	Aquabacterium olei	AF410	AP355	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023115355
NZ_CP096023.1	1	172315	0.5380030757624119	51bf653490bfed4e0af505f91c42e113	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023115355
NZ_CP098515.1	1	154567	0.574618126767033	ed58442c80e9251ee72dea9686ed754a	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703775
NZ_CP098516.1	1	163815	0.5814791075298354	d47e56250df2cf7cf4637b417620b672	-	-	-	-	-	-	-	-	non-mobilizable	CP045327	0.295981	Mycobacterium sp. THAF192	AF089	AP001	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703775
NZ_CP098517.1	1	107228	0.5787294363412542	a838a68b40f933852f5648e4648819b1	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP000929	0.295981	Caulobacter sp. K31	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703775
NZ_CP098519.1	1	124451	0.5587821712963335	4cf4b465cc5268c4931cd2dcb2795a93	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP014802	0.295981	Salipiger profundus	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703795
NZ_CP098520.1	1	200002	0.5798092019079809	2a17e8e75408d53f20caaa45face0e7d	-	-	-	-	-	-	-	-	non-mobilizable	AP012038	0.295981	Acidiphilium multivorum AIU301	AD777	AN432	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703795
NZ_CP099392.1	1	392952	0.605926423583542	5ed5aeb34dc211837836ba813e7f1395	-	-	-	-	-	-	-	-	non-mobilizable	CP019314	0.295981	Tateyamaria omphalii	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus sp023913515
NZ_CP099393.1	1	378493	0.5559600838060413	98529b6ccf38992c7226e107b1a98b38	-	-	-	-	-	-	-	-	non-mobilizable	NC_014124	0.295981	Pseudomonas putida	AC066	AL098	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus sp023913515
NZ_CP100405.1	1	363878	0.5928910239146088	24872700bb921b1c6ab5e2675d911699	-	-	-	-	-	-	-	-	non-mobilizable	CP006765	0.295981	Corynebacterium doosanense CAU 212 = DSM 45436	AA774	AJ119	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100406.1	1	18001	0.6205766346314093	de019ee589c38d65516043cac559ed4d	-	-	-	-	-	-	-	-	non-mobilizable	CP003955	0.263022	Rhodococcus opacus PD630	AG851	AQ907	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
