protein_id	plasmid	cluster_id	cluster_rep
NZ_CP084882.1|NZ_CP084882.1_00564	NZ_CP084882.1	cluster_00337	CP031299.1|CP031299.1_00072
NZ_CP040331.1|NZ_CP040331.1_00459	NZ_CP040331.1	cluster_00337	CP031299.1|CP031299.1_00072
NZ_CP084882.1|NZ_CP084882.1_00104	NZ_CP084882.1	cluster_00337	CP031299.1|CP031299.1_00072
CP031299.1|CP031299.1_00073	CP031299.1	cluster_00338	CP031299.1|CP031299.1_00073
CP031299.1|CP031299.1_00076	CP031299.1	cluster_00339	CP031299.1|CP031299.1_00076
NC_015659.1|NC_015659.1_00036	NC_015659.1	cluster_00339	CP031299.1|CP031299.1_00076
CP031299.1|CP031299.1_00078	CP031299.1	cluster_00340	CP031299.1|CP031299.1_00078
NC_013748.1|NC_013748.1_00070	NC_013748.1	cluster_00340	CP031299.1|CP031299.1_00078
CP031299.1|CP031299.1_00080	CP031299.1	cluster_00341	CP031299.1|CP031299.1_00080
NZ_JAKRVX010000010.1|NZ_JAKRVX010000010.1_00040	NZ_JAKRVX010000010.1	cluster_00341	CP031299.1|CP031299.1_00080
CP031299.1|CP031299.1_00081	CP031299.1	cluster_00342	CP031299.1|CP031299.1_00081
CP031299.1|CP031299.1_00086	CP031299.1	cluster_00343	CP031299.1|CP031299.1_00086
CP135527.1|CP135527.1_00087	CP135527.1	cluster_00343	CP031299.1|CP031299.1_00086
CP031299.1|CP031299.1_00087	CP031299.1	cluster_00344	CP031299.1|CP031299.1_00087
CP031299.1|CP031299.1_00088	CP031299.1	cluster_00345	CP031299.1|CP031299.1_00088
CP031299.1|CP031299.1_00089	CP031299.1	cluster_00346	CP031299.1|CP031299.1_00089
CP135527.1|CP135527.1_00083	CP135527.1	cluster_00346	CP031299.1|CP031299.1_00089
CP031299.1|CP031299.1_00093	CP031299.1	cluster_00347	CP031299.1|CP031299.1_00093
CP031299.1|CP031299.1_00095	CP031299.1	cluster_00348	CP031299.1|CP031299.1_00095
CP031299.1|CP031299.1_00098	CP031299.1	cluster_00349	CP031299.1|CP031299.1_00098
CP135527.1|CP135527.1_00071	CP135527.1	cluster_00349	CP031299.1|CP031299.1_00098
NZ_CP084476.1|NZ_CP084476.1_00103	NZ_CP084476.1	cluster_00349	CP031299.1|CP031299.1_00098
CP031299.1|CP031299.1_00099	CP031299.1	cluster_00350	CP031299.1|CP031299.1_00099
CP050018.1|CP050018.1_00112	CP050018.1	cluster_00350	CP031299.1|CP031299.1_00099
NC_013925.1|NC_013925.1_00011	NC_013925.1	cluster_00350	CP031299.1|CP031299.1_00099
NZ_CP010534.1|NZ_CP010534.1_00008	NZ_CP010534.1	cluster_00350	CP031299.1|CP031299.1_00099
NZ_CP084881.1|NZ_CP084881.1_00087	NZ_CP084881.1	cluster_00350	CP031299.1|CP031299.1_00099
CP031299.1|CP031299.1_00102	CP031299.1	cluster_00351	CP031299.1|CP031299.1_00102
CP031299.1|CP031299.1_00104	CP031299.1	cluster_00352	CP031299.1|CP031299.1_00104
CP031304.1|CP031304.1_01077	CP031304.1	cluster_00876	CP031304.1|CP031304.1_01077
CP031304.1|CP031304.1_01078	CP031304.1	cluster_00877	CP031304.1|CP031304.1_01078
CP031304.1|CP031304.1_01080	CP031304.1	cluster_00878	CP031304.1|CP031304.1_01080
CP031304.1|CP031304.1_01081	CP031304.1	cluster_00879	CP031304.1|CP031304.1_01081
CP031304.1|CP031304.1_01083	CP031304.1	cluster_00880	CP031304.1|CP031304.1_01083
CP031304.1|CP031304.1_01084	CP031304.1	cluster_00881	CP031304.1|CP031304.1_01084
CP031304.1|CP031304.1_01087	CP031304.1	cluster_00882	CP031304.1|CP031304.1_01087
CP040679.1|CP040679.1_00001	CP040679.1	cluster_00883	CP040679.1|CP040679.1_00001
CP040679.1|CP040679.1_00006	CP040679.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP081960.1|NZ_CP081960.1_00261	NZ_CP081960.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP082288.1|NZ_CP082288.1_00085	NZ_CP082288.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084464.1|NZ_CP084464.1_00022	NZ_CP084464.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084467.1|NZ_CP084467.1_00022	NZ_CP084467.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP126159.1|NZ_CP126159.1_00305	NZ_CP126159.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013744.1|NC_013744.1_00039	NC_013744.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP011950.1|NZ_CP011950.1_00014	NZ_CP011950.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100455.1|NZ_CP100455.1_00271	NZ_CP100455.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP034941.1|NZ_CP034941.1_00235	NZ_CP034941.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP034941.1|NZ_CP034941.1_00076	NZ_CP034941.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP044130.1|NZ_CP044130.1_00116	NZ_CP044130.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP073371.1|NZ_CP073371.1_00059	NZ_CP073371.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_JADPQC010000006.1|NZ_JADPQC010000006.1_00011	NZ_JADPQC010000006.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP040331.1|NZ_CP040331.1_00321	NZ_CP040331.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096022.1|NZ_CP096022.1_00171	NZ_CP096022.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013744.1|NC_013744.1_00038	NC_013744.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100451.1|NZ_CP100451.1_00026	NZ_CP100451.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_019976.1|NC_019976.1_00156	NC_019976.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP111042.1|NZ_CP111042.1_00060	NZ_CP111042.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP120472.1|NZ_CP120472.1_00500	NZ_CP120472.1	cluster_00884	CP040679.1|CP040679.1_00006
CP119793.1|CP119793.1_00124	CP119793.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119783.1|NZ_CP119783.1_00239	NZ_CP119783.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119792.1|NZ_CP119792.1_00163	NZ_CP119792.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096022.1|NZ_CP096022.1_00317	NZ_CP096022.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_014298.1|NC_014298.1_00130	NC_014298.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP111041.1|NZ_CP111041.1_00446	NZ_CP111041.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP111040.1|NZ_CP111040.1_00023	NZ_CP111040.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP044525.1|NZ_CP044525.1_00218	NZ_CP044525.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013966.1|NC_013966.1_00292	NC_013966.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_019976.1|NC_019976.1_00162	NC_019976.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096022.1|NZ_CP096022.1_00228	NZ_CP096022.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP109981.1|NZ_CP109981.1_00271	NZ_CP109981.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP110251.1|NZ_CP110251.1_00351	NZ_CP110251.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119783.1|NZ_CP119783.1_00095	NZ_CP119783.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119792.1|NZ_CP119792.1_00310	NZ_CP119792.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP120472.1|NZ_CP120472.1_00353	NZ_CP120472.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119786.1|NZ_CP119786.1_00196	NZ_CP119786.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP120471.1|NZ_CP120471.1_00113	NZ_CP120471.1	cluster_00884	CP040679.1|CP040679.1_00006
CP119793.1|CP119793.1_00182	CP119793.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP126155.1|NZ_CP126155.1_00220	NZ_CP126155.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013966.1|NC_013966.1_00294	NC_013966.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054709.1|NZ_CP054709.1_00145	NZ_CP054709.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP031309.1|NZ_CP031309.1_00097	NZ_CP031309.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096022.1|NZ_CP096022.1_00336	NZ_CP096022.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119783.1|NZ_CP119783.1_00098	NZ_CP119783.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP031309.1|NZ_CP031309.1_00072	NZ_CP031309.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119792.1|NZ_CP119792.1_00307	NZ_CP119792.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP120472.1|NZ_CP120472.1_00356	NZ_CP120472.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_015944.1|NC_015944.1_00146	NC_015944.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP010530.1|NZ_CP010530.1_00063	NZ_CP010530.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP019156.1|NZ_CP019156.1_00024	NZ_CP019156.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP031312.1|NZ_CP031312.1_00097	NZ_CP031312.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP039137.1|NZ_CP039137.1_00150	NZ_CP039137.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP073369.1|NZ_CP073369.1_00028	NZ_CP073369.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP082247.1|NZ_CP082247.1_00130	NZ_CP082247.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084470.1|NZ_CP084470.1_00015	NZ_CP084470.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096022.1|NZ_CP096022.1_00193	NZ_CP096022.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119560.1|NZ_CP119560.1_00228	NZ_CP119560.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP126162.1|NZ_CP126162.1_00209	NZ_CP126162.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP007057.1|NZ_CP007057.1_00395	NZ_CP007057.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP095492.1|NZ_CP095492.1_00263	NZ_CP095492.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP095492.1|NZ_CP095492.1_00091	NZ_CP095492.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119991.1|NZ_CP119991.1_00254	NZ_CP119991.1	cluster_00884	CP040679.1|CP040679.1_00006
CP119805.1|CP119805.1_00257	CP119805.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP031312.1|NZ_CP031312.1_00051	NZ_CP031312.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP044524.1|NZ_CP044524.1_00112	NZ_CP044524.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP073367.1|NZ_CP073367.1_00058	NZ_CP073367.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP111041.1|NZ_CP111041.1_00004	NZ_CP111041.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119810.1|NZ_CP119810.1_00235	NZ_CP119810.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP126162.1|NZ_CP126162.1_00384	NZ_CP126162.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP031309.1|NZ_CP031309.1_00016	NZ_CP031309.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP082247.1|NZ_CP082247.1_00869	NZ_CP082247.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084319.1|NZ_CP084319.1_00030	NZ_CP084319.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084470.1|NZ_CP084470.1_00045	NZ_CP084470.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100449.1|NZ_CP100449.1_00242	NZ_CP100449.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100408.1|NZ_CP100408.1_00175	NZ_CP100408.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP083664.1|NZ_CP083664.1_00301	NZ_CP083664.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP083667.1|NZ_CP083667.1_00299	NZ_CP083667.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP095006.1|NZ_CP095006.1_00325	NZ_CP095006.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_MN918443.1|NZ_MN918443.1_00252	NZ_MN918443.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP069189.1|NZ_CP069189.1_00116	NZ_CP069189.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013745.1|NC_013745.1_00235	NC_013745.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP095492.1|NZ_CP095492.1_00090	NZ_CP095492.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP030065.1|NZ_CP030065.1_00099	NZ_CP030065.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119798.1|NZ_CP119798.1_00042	NZ_CP119798.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_MJCD01000020.1|NZ_MJCD01000020.1_00007	NZ_MJCD01000020.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP106969.1|NZ_CP106969.1_00080	NZ_CP106969.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_KX906370.1|NZ_KX906370.1_00159	NZ_KX906370.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084880.1|NZ_CP084880.1_00131	NZ_CP084880.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100405.1|NZ_CP100405.1_00139	NZ_CP100405.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100446.1|NZ_CP100446.1_00059	NZ_CP100446.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP095007.1|NZ_CP095007.1_00219	NZ_CP095007.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084474.1|NZ_CP084474.1_00087	NZ_CP084474.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100449.1|NZ_CP100449.1_00033	NZ_CP100449.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013744.1|NC_013744.1_00074	NC_013744.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013744.1|NC_013744.1_00076	NC_013744.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054588.1|NZ_CP054588.1_00128	NZ_CP054588.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054588.1|NZ_CP054588.1_00129	NZ_CP054588.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054588.1|NZ_CP054588.1_00130	NZ_CP054588.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054588.1|NZ_CP054588.1_00131	NZ_CP054588.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054588.1|NZ_CP054588.1_00132	NZ_CP054588.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054588.1|NZ_CP054588.1_00134	NZ_CP054588.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013744.1|NC_013744.1_00067	NC_013744.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013744.1|NC_013744.1_00071	NC_013744.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013744.1|NC_013744.1_00075	NC_013744.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084319.1|NZ_CP084319.1_00017	NZ_CP084319.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119810.1|NZ_CP119810.1_00085	NZ_CP119810.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100455.1|NZ_CP100455.1_00358	NZ_CP100455.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP106967.1|NZ_CP106967.1_00356	NZ_CP106967.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013744.1|NC_013744.1_00032	NC_013744.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013966.1|NC_013966.1_00537	NC_013966.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP104743.1|NZ_CP104743.1_00086	NZ_CP104743.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP106968.1|NZ_CP106968.1_00156	NZ_CP106968.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119790.1|NZ_CP119790.1_00044	NZ_CP119790.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119790.1|NZ_CP119790.1_00361	NZ_CP119790.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119797.1|NZ_CP119797.1_00618	NZ_CP119797.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP064790.1|NZ_CP064790.1_00081	NZ_CP064790.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096022.1|NZ_CP096022.1_00332	NZ_CP096022.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013744.1|NC_013744.1_00023	NC_013744.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054709.1|NZ_CP054709.1_00296	NZ_CP054709.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP034941.1|NZ_CP034941.1_00179	NZ_CP034941.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119797.1|NZ_CP119797.1_00720	NZ_CP119797.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054708.1|NZ_CP054708.1_00163	NZ_CP054708.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013745.1|NC_013745.1_00072	NC_013745.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_015658.1|NC_015658.1_00151	NC_015658.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP007056.1|NZ_CP007056.1_00413	NZ_CP007056.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP069192.1|NZ_CP069192.1_00016	NZ_CP069192.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP082247.1|NZ_CP082247.1_00813	NZ_CP082247.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119797.1|NZ_CP119797.1_00516	NZ_CP119797.1	cluster_00884	CP040679.1|CP040679.1_00006
CP119805.1|CP119805.1_00085	CP119805.1	cluster_00884	CP040679.1|CP040679.1_00006
CP050015.1|CP050015.1_00255	CP050015.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119810.1|NZ_CP119810.1_00343	NZ_CP119810.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100449.1|NZ_CP100449.1_00135	NZ_CP100449.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP110251.1|NZ_CP110251.1_00047	NZ_CP110251.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP109981.1|NZ_CP109981.1_00361	NZ_CP109981.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP099393.1|NZ_CP099393.1_00191	NZ_CP099393.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP110252.1|NZ_CP110252.1_00043	NZ_CP110252.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP109982.1|NZ_CP109982.1_00063	NZ_CP109982.1	cluster_00884	CP040679.1|CP040679.1_00006
CP040679.1|CP040679.1_00039	CP040679.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP026310.1|NZ_CP026310.1_00187	NZ_CP026310.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096020.1|NZ_CP096020.1_00472	NZ_CP096020.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP111040.1|NZ_CP111040.1_00299	NZ_CP111040.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP099393.1|NZ_CP099393.1_00056	NZ_CP099393.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084319.1|NZ_CP084319.1_00059	NZ_CP084319.1	cluster_00884	CP040679.1|CP040679.1_00006
CP050015.1|CP050015.1_00061	CP050015.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_014735.1|NC_014735.1_00258	NC_014735.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_017944.1|NC_017944.1_00449	NC_017944.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP007554.1|NZ_CP007554.1_00060	NZ_CP007554.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP073368.1|NZ_CP073368.1_00251	NZ_CP073368.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP040331.1|NZ_CP040331.1_00317	NZ_CP040331.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013745.1|NC_013745.1_00215	NC_013745.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013964.1|NC_013964.1_00246	NC_013964.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP040331.1|NZ_CP040331.1_00086	NZ_CP040331.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP040331.1|NZ_CP040331.1_00315	NZ_CP040331.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096020.1|NZ_CP096020.1_00152	NZ_CP096020.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP104742.1|NZ_CP104742.1_00008	NZ_CP104742.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP106967.1|NZ_CP106967.1_00398	NZ_CP106967.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_LN831304.1|NZ_LN831304.1_00161	NZ_LN831304.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_LN831304.1|NZ_LN831304.1_00164	NZ_LN831304.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_LN831304.1|NZ_LN831304.1_00174	NZ_LN831304.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP031306.1|NZ_CP031306.1_00432	NZ_CP031306.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP045490.1|NZ_CP045490.1_00172	NZ_CP045490.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP095398.1|NZ_CP095398.1_00497	NZ_CP095398.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_007427.1|NC_007427.1_00019	NC_007427.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP031306.1|NZ_CP031306.1_00121	NZ_CP031306.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100409.1|NZ_CP100409.1_00072	NZ_CP100409.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP110251.1|NZ_CP110251.1_00173	NZ_CP110251.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP109981.1|NZ_CP109981.1_00090	NZ_CP109981.1	cluster_00884	CP040679.1|CP040679.1_00006
CP119780.1|CP119780.1_00023	CP119780.1	cluster_00884	CP040679.1|CP040679.1_00006
CP119780.1|CP119780.1_00251	CP119780.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_013964.1|NC_013964.1_00114	NC_013964.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP011948.1|NZ_CP011948.1_00199	NZ_CP011948.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP063206.1|NZ_CP063206.1_00102	NZ_CP063206.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100409.1|NZ_CP100409.1_00149	NZ_CP100409.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP104742.1|NZ_CP104742.1_00352	NZ_CP104742.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP106967.1|NZ_CP106967.1_00182	NZ_CP106967.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119560.1|NZ_CP119560.1_00241	NZ_CP119560.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP126162.1|NZ_CP126162.1_00206	NZ_CP126162.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100455.1|NZ_CP100455.1_00133	NZ_CP100455.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP110252.1|NZ_CP110252.1_00269	NZ_CP110252.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP109982.1|NZ_CP109982.1_00174	NZ_CP109982.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100409.1|NZ_CP100409.1_00164	NZ_CP100409.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_AP017559.1|NZ_AP017559.1_00006	NZ_AP017559.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP110252.1|NZ_CP110252.1_00311	NZ_CP110252.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP109982.1|NZ_CP109982.1_00131	NZ_CP109982.1	cluster_00884	CP040679.1|CP040679.1_00006
CP126163.1|CP126163.1_00174	CP126163.1	cluster_00884	CP040679.1|CP040679.1_00006
CP002989.1|CP002989.1_00284	CP002989.1	cluster_00884	CP040679.1|CP040679.1_00006
CP050015.1|CP050015.1_00234	CP050015.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119797.1|NZ_CP119797.1_00105	NZ_CP119797.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_MN918441.1|NZ_MN918441.1_00166	NZ_MN918441.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP095492.1|NZ_CP095492.1_00062	NZ_CP095492.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096022.1|NZ_CP096022.1_00087	NZ_CP096022.1	cluster_00884	CP040679.1|CP040679.1_00006
CP050015.1|CP050015.1_00471	CP050015.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP011948.1|NZ_CP011948.1_00291	NZ_CP011948.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP054708.1|NZ_CP054708.1_00084	NZ_CP054708.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP082248.1|NZ_CP082248.1_00452	NZ_CP082248.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100455.1|NZ_CP100455.1_00055	NZ_CP100455.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP126155.1|NZ_CP126155.1_00068	NZ_CP126155.1	cluster_00884	CP040679.1|CP040679.1_00006
NC_019976.1|NC_019976.1_00155	NC_019976.1	cluster_00884	CP040679.1|CP040679.1_00006
CP031304.1|CP031304.1_00626	CP031304.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100455.1|NZ_CP100455.1_00395	NZ_CP100455.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP119810.1|NZ_CP119810.1_00099	NZ_CP119810.1	cluster_00884	CP040679.1|CP040679.1_00006
CP119805.1|CP119805.1_00348	CP119805.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP096022.1|NZ_CP096022.1_00141	NZ_CP096022.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP100446.1|NZ_CP100446.1_00119	NZ_CP100446.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP084475.1|NZ_CP084475.1_00009	NZ_CP084475.1	cluster_00884	CP040679.1|CP040679.1_00006
NZ_CP111042.1|NZ_CP111042.1_00247	NZ_CP111042.1	cluster_00884	CP040679.1|CP040679.1_00006
